date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:25	30549/30549	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:12%20GMT	https://templates.hibootstrap.com/pily/default/index.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/index.html	(from )
18:22:26	116/116	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Apr%202022%2012:52:26%20GMT	https://templates.hibootstrap.com/robots.txt		(from )
18:22:27	163833/163833	---MCZ	200	added ('OK')	text/css	etag:W/%226240043f-27ff9%22	https://templates.hibootstrap.com/pily/default/assets/css/bootstrap.min.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/bootstrap.min.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:28	92220/92220	---MCZ	200	added ('OK')	text/css	etag:W/%226240043f-1683c%22	https://templates.hibootstrap.com/pily/default/assets/css/icofont.min.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/icofont.min.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:28	5754/5754	---MCZ	200	added ('OK')	text/css	etag:W/%226240043f-1d71%22	https://templates.hibootstrap.com/pily/default/assets/css/meanmenu.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/meanmenu.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:28	71756/71756	---MCZ	200	added ('OK')	text/css	etag:W/%226240043f-1184c%22	https://templates.hibootstrap.com/pily/default/assets/css/animate.min.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/animate.min.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:28	3116/3116	---MCZ	200	added ('OK')	text/css	etag:W/%2262400440-c2c%22	https://templates.hibootstrap.com/pily/default/assets/css/odometer.min.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/odometer.min.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:29	3356/3356	---MCZ	200	added ('OK')	text/css	etag:W/%2262400440-d1c%22	https://templates.hibootstrap.com/pily/default/assets/css/owl.carousel.min.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/owl.carousel.min.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:29	1018/1018	---MCZ	200	added ('OK')	text/css	etag:W/%2262400440-3fa%22	https://templates.hibootstrap.com/pily/default/assets/css/owl.theme.default.min.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/owl.theme.default.min.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:29	2070/2070	---MCZ	200	added ('OK')	text/css	etag:W/%226240043f-816%22	https://templates.hibootstrap.com/pily/default/assets/css/modal-video.min.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/modal-video.min.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:29	3070/3070	---MCZ	200	added ('OK')	text/css	etag:W/%226240043f-bfe%22	https://templates.hibootstrap.com/pily/default/assets/css/nice-select.min.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/nice-select.min.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:30	74578/74578	---MCZ	200	added ('OK')	text/css	etag:W/%2262400440-179bb%22	https://templates.hibootstrap.com/pily/default/assets/css/style.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/style.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:30	16014/16014	---MCZ	200	added ('OK')	text/css	etag:W/%2262400440-5c34%22	https://templates.hibootstrap.com/pily/default/assets/css/responsive.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/responsive.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:30	6300/6300	---MCZ	200	added ('OK')	text/css	etag:W/%2262400441-1ed8%22	https://templates.hibootstrap.com/pily/default/assets/css/theme-dark.css	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/css/theme-dark.css	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:31	1450/1450	---M--	200	added ('OK')	image/png	etag:%2262400447-7cf%22	https://templates.hibootstrap.com/pily/default/assets/images/favicon.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/favicon.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:32	38536/38536	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262602b02-9688%22	https://ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js	C:/Users/acer/Desktop/poly/ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:32	2692/2692	---M--	200	added ('OK')	image/png	etag:%2262400449-12b9%22	https://templates.hibootstrap.com/pily/default/assets/images/logo.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/logo.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:33	31102/31102	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:11%20GMT	https://templates.hibootstrap.com/pily/default/index-2.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/index-2.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:33	28960/28960	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:11%20GMT	https://templates.hibootstrap.com/pily/default/index-3.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/index-3.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:33	2973/2973	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:12%20GMT	https://templates.hibootstrap.com/pily/default/sign-in.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/sign-in.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:33	3227/3227	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:13%20GMT	https://templates.hibootstrap.com/pily/default/sign-up.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/sign-up.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:34	15099/15099	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:12%20GMT	https://templates.hibootstrap.com/pily/default/missions.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/missions.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:34	15053/15053	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:12%20GMT	https://templates.hibootstrap.com/pily/default/mission-details.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/mission-details.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:34	13652/13652	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:11%20GMT	https://templates.hibootstrap.com/pily/default/donation.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/donation.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:35	12527/12527	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:14%20GMT	https://templates.hibootstrap.com/pily/default/volunteer.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/volunteer.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:35	15633/15633	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:13%20GMT	https://templates.hibootstrap.com/pily/default/team.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/team.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:35	14238/14238	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:13%20GMT	https://templates.hibootstrap.com/pily/default/testimonials.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/testimonials.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:35	13183/13183	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:11%20GMT	https://templates.hibootstrap.com/pily/default/faq.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/faq.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:36	2276/2276	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:10%20GMT	https://templates.hibootstrap.com/pily/default/404.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/404.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:36	2710/2710	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:11%20GMT	https://templates.hibootstrap.com/pily/default/coming-soon.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/coming-soon.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:36	14089/14089	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:12%20GMT	https://templates.hibootstrap.com/pily/default/privacy-policy.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/privacy-policy.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:36	14098/14098	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:13%20GMT	https://templates.hibootstrap.com/pily/default/terms-conditions.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/terms-conditions.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:37	24590/24590	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:10%20GMT	https://templates.hibootstrap.com/pily/default/about.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/about.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:37	16628/16628	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:11%20GMT	https://templates.hibootstrap.com/pily/default/events.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/events.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:37	15531/15531	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:11%20GMT	https://templates.hibootstrap.com/pily/default/event-details.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/event-details.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:37	16857/16857	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:10%20GMT	https://templates.hibootstrap.com/pily/default/blog.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/blog.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:38	18351/18351	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:10%20GMT	https://templates.hibootstrap.com/pily/default/blog-details.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/blog-details.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:38	14942/14942	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:29:11%20GMT	https://templates.hibootstrap.com/pily/default/contact.html	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/contact.html	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:38	574418/574418	---M--	200	added ('OK')	image/png	etag:%226240045f-8c3de%22	https://templates.hibootstrap.com/pily/default/assets/images/banner/banner-shape1.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/banner/banner-shape1.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:38	5912/5912	---M--	200	added ('OK')	image/png	etag:%226240045f-18c5%22	https://templates.hibootstrap.com/pily/default/assets/images/banner/banner-shape2.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/banner/banner-shape2.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:39	172670/172670	---M--	200	added ('OK')	image/png	etag:%226240045e-8b214%22	https://templates.hibootstrap.com/pily/default/assets/images/banner/banner-main1.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/banner/banner-main1.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:39	109042/109042	---M--	200	added ('OK')	image/png	etag:%2262400468-1a9f2%22	https://templates.hibootstrap.com/pily/default/assets/images/mission/mission-shape.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/mission/mission-shape.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:39	79800/79800	---M--	200	added ('OK')	image/jpeg	etag:%2262400468-14d6e%22	https://templates.hibootstrap.com/pily/default/assets/images/mission/mission1.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/mission/mission1.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:39	96940/96940	---M--	200	added ('OK')	image/jpeg	etag:%2262400469-19077%22	https://templates.hibootstrap.com/pily/default/assets/images/mission/mission2.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/mission/mission2.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:40	77003/77003	---M--	200	added ('OK')	image/jpeg	etag:%2262400469-13b4a%22	https://templates.hibootstrap.com/pily/default/assets/images/mission/mission3.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/mission/mission3.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:40	106325/106325	---M--	200	added ('OK')	image/png	etag:%2262400447-19f55%22	https://templates.hibootstrap.com/pily/default/assets/images/donate-shape2.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/donate-shape2.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:40	5677/5677	---M--	200	added ('OK')	image/png	etag:%2262400449-2b1c%22	https://templates.hibootstrap.com/pily/default/assets/images/signature.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/signature.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:40	161422/161422	---M--	200	added ('OK')	image/jpeg	etag:%2262400444-2a7e8%22	https://templates.hibootstrap.com/pily/default/assets/images/about-main.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/about-main.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:40	1510/1510	---M--	200	added ('OK')	image/png	etag:%2262400446-1053%22	https://templates.hibootstrap.com/pily/default/assets/images/counter-shape2.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/counter-shape2.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:41	110035/110035	---M--	200	added ('OK')	image/jpeg	etag:%2262400466-1ce01%22	https://templates.hibootstrap.com/pily/default/assets/images/ideology/ideology1.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/ideology/ideology1.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:41	123171/123171	---M--	200	added ('OK')	image/jpeg	etag:%2262400466-1fce8%22	https://templates.hibootstrap.com/pily/default/assets/images/ideology/ideology2.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/ideology/ideology2.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:41	122992/122992	---M--	200	added ('OK')	image/jpeg	etag:%2262400467-1f943%22	https://templates.hibootstrap.com/pily/default/assets/images/ideology/ideology3.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/ideology/ideology3.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:41	55982/55982	---M--	200	added ('OK')	image/jpeg	etag:%2262400464-e96f%22	https://templates.hibootstrap.com/pily/default/assets/images/events/events1.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/events/events1.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:42	87937/87937	---M--	200	added ('OK')	image/jpeg	etag:%2262400464-17205%22	https://templates.hibootstrap.com/pily/default/assets/images/events/events2.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/events/events2.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:42	92063/92063	---M--	200	added ('OK')	image/jpeg	etag:%2262400464-17f79%22	https://templates.hibootstrap.com/pily/default/assets/images/events/events3.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/events/events3.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:42	121488/121488	---M--	200	added ('OK')	image/jpeg	etag:%2262400464-1eed9%22	https://templates.hibootstrap.com/pily/default/assets/images/events/events-main.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/events/events-main.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:42	17480/17480	---M--	200	added ('OK')	image/jpeg	etag:%226240044a-4a22%22	https://templates.hibootstrap.com/pily/default/assets/images/testimonials1.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/testimonials1.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:43	12903/12903	---M--	200	added ('OK')	image/jpeg	etag:%226240044a-38d4%22	https://templates.hibootstrap.com/pily/default/assets/images/testimonials2.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/testimonials2.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:43	12955/12955	---M--	200	added ('OK')	image/jpeg	etag:%226240044a-38df%22	https://templates.hibootstrap.com/pily/default/assets/images/testimonials3.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/testimonials3.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:43	72883/72883	---M--	200	added ('OK')	image/jpeg	etag:%2262400461-12c6c%22	https://templates.hibootstrap.com/pily/default/assets/images/blog/blog1.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/blog/blog1.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:43	63035/63035	---M--	200	added ('OK')	image/jpeg	etag:%2262400460-10734%22	https://templates.hibootstrap.com/pily/default/assets/images/blog/blog-side1.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/blog/blog-side1.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:43	41912/41912	---M--	200	added ('OK')	image/jpeg	etag:%2262400461-acfc%22	https://templates.hibootstrap.com/pily/default/assets/images/blog/blog-side2.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/blog/blog-side2.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:43	72466/72466	---M--	200	added ('OK')	image/jpeg	etag:%2262400461-12f5b%22	https://templates.hibootstrap.com/pily/default/assets/images/blog/blog-side3.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/blog/blog-side3.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:44	2468/2468	---M--	200	added ('OK')	image/png	etag:%2262400448-11b5%22	https://templates.hibootstrap.com/pily/default/assets/images/logo-three.png	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/logo-three.png	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:44	14046/14046	---M--	200	added ('OK')	image/jpeg	etag:%2262400448-3d48%22	https://templates.hibootstrap.com/pily/default/assets/images/footer-events1.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/footer-events1.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:44	19796/19796	---M--	200	added ('OK')	image/jpeg	etag:%2262400448-5522%22	https://templates.hibootstrap.com/pily/default/assets/images/footer-events2.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/footer-events2.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:44	21010/21010	---M--	200	added ('OK')	image/jpeg	etag:%2262400448-58a3%22	https://templates.hibootstrap.com/pily/default/assets/images/footer-events3.jpg	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/images/footer-events3.jpg	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:45	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262602b16-4d7%22	https://templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:45	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%226240044c-15d9d%22	https://templates.hibootstrap.com/pily/default/assets/js/jquery.min.js	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/js/jquery.min.js	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:45	78087/78087	---MCZ	200	added ('OK')	application/javascript	etag:W/%226240044b-13107%22	https://templates.hibootstrap.com/pily/default/assets/js/bootstrap.bundle.min.js	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/js/bootstrap.bundle.min.js	(from https://templates.hibootstrap.com/pily/default/index.html)
18:22:45	6063/6063	---MCZ	200	added ('OK')	application/javascript	etag:W/%226240044b-17af%22	https://templates.hibootstrap.com/pily/default/assets/js/form-validator.min.js	C:/Users/acer/Desktop/poly/templates.hibootstrap.com/pily/default/assets/js/form-validator.min.js	(from https://templates.hibootstrap.com/pily/default/index.html)
